Accession	Gene	Peptide count	Unique peptides	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	Highest mean condition	Lowest mean condition	Description	F2613	F6281	F7511	F5541	F5618	F7647	Correlation
Q96TA1	FAM129B	16	14	103.7331	0.703632241	1.193280622	2;3	2	Controles	Pacientes	Niban-like protein 1 OS=Homo sapiens OX=9606 GN=FAM129B PE=1 SV=3	2788.060704	1761.336359	1623.120823	2050.895302	3802.760982	1511.889698	0.301780683
P35268	RPL22	3	3	15.7935	0.703897513	1.052606005	2	1	Controles	Pacientes	60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2	4661.432702	12069.55376	9012.514275	10208.28577	7862.677819	9026.799873	-0.36791662
P17066	HSPA6	16	3	156.9459	0.704897583	1.046127807	1;2;3	3	Controles	Pacientes	Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2	510.5192637	972.18584	542.1281313	631.8466045	728.4359375	757.9518105	-0.400035444
P62269	RPS18	8	8	62.9245	0.705728654	1.061682264	2;3	2	Controles	Pacientes	40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3	12633.77585	18261.54855	20261.68528	18141.85533	15082.49899	21088.13555	-0.588531909
Q96PK6	RBM14	5	4	31.0266	0.705857599	1.092386687	2;3	2	Controles	Pacientes	RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2	4627.076788	7348.262731	7859.769071	8599.843825	5213.466377	7854.29836	-0.49458685
Q96BM9;Q9NVJ2	ARL8A	2	1	11.9574	0.706527362	1.215370388	2;3	2	Pacientes	Controles	ADP-ribosylation factor-like protein 8A OS=Homo sapiens OX=9606 GN=ARL8A PE=1 SV=1	2483.151985	2597.530836	18639.48533	7071.125234	6884.887568	5560.809713	0.190490395
Q5VW32	BROX	3	3	22.9091	0.70716168	1.067617647	2	1	Pacientes	Controles	BRO1 domain-containing protein BROX OS=Homo sapiens OX=9606 GN=BROX PE=1 SV=1	179.3842952	1611.41685	933.5748456	732.3280939	968.6730916	850.8262386	-0.190296315
O43852	CALU	16	11	141.3732	0.708194099	1.081116992	1;2;3	3	Controles	Pacientes	Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2	13966.72739	8522.769181	6918.997141	7799.634708	12627.08847	11367.29908	0.009537667
Q3ZCM7;A6NNZ2	TUBB8	19	3	263.1306	0.708203403	1.050710809	1;2;3	3	Pacientes	Controles	Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2	7907.426858	7421.864441	5992.303313	5024.495422	5172.904946	10095.14295	-0.433556611
P16070	CD44	7	3	36.9136	0.708969475	2.102905933	1	1	Pacientes	Controles	CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3	1256.920959	145.215205	1785.631593	589.0319643	488.0766378	438.7783939	0.597106199
Q9UGR2	ZC3H7B	2	1	13.9379	0.710860902	1.034705897	2	1	Controles	Pacientes	Zinc finger CCCH domain-containing protein 7B OS=Homo sapiens OX=9606 GN=ZC3H7B PE=1 SV=1	873.4753328	842.6855227	704.0098013	877.51258	885.6263651	741.0259063	0.214548813
Q9NVA2	SEPT11	26	18	200.8702	0.711398673	1.107442679	1;2;3	3	Pacientes	Controles	Septin-11 OS=Homo sapiens OX=9606 GN=SEPT11 PE=1 SV=3	27989.77425	24387.35115	15452.02759	19452.66041	24127.22842	17668.56609	0.439733642
Q9NPQ8	RIC8A	8	6	59.4466	0.71210955	1.048424195	2	1	Controles	Pacientes	Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3	2378.733931	1938.423607	1796.856221	2062.491762	2485.771986	1861.816204	0.319811134
O15145	ARPC3	5	4	47.8268	0.712393273	1.127347711	2;3	2	Controles	Pacientes	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3	4628.068354	1576.492723	1869.137723	2500.687679	4666.779419	1934.398761	0.366744321
P33176	KIF5B	40	25	328.7793	0.713010733	1.05550129	1;2;3	3	Pacientes	Controles	Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1	14208.30606	10629.77704	13895.21816	9064.593341	17281.0404	10350.95926	0.497714932
P23528	CFL1	20	15	221.973	0.714570294	1.10737957	1;2;3	3	Pacientes	Controles	Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3	142851.7475	110477.6224	76824.86592	90176.15004	121281.8269	86682.10492	0.468624722
P17174	GOT1	7	5	46.9432	0.714572141	1.143774013	2;3	2	Controles	Pacientes	Aspartate aminotransferase_ cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3	1505.012777	1481.755922	3032.18781	2137.062361	3326.212895	1421.050784	0.260337981
P49798	RGS4	1	1	5.1293	0.71726473	1.086480156	1	1	Controles	Pacientes	Regulator of G-protein signaling 4 OS=Homo sapiens OX=9606 GN=RGS4 PE=1 SV=1	12922.18715	25100.99355	7289.756815	18478.22953	10126.14456	20627.23333	-0.504737455
P53396	ACLY	59	49	449.5741	0.717284314	1.040861427	1;2;3	3	Controles	Pacientes	ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3	48015.78451	34036.54136	32309.52167	35411.17635	41281.92831	42341.73122	-0.028018822
P11021;O95399	HSPA5	79	66	591.1604	0.717288101	1.063646914	1;2;3	3	Controles	Pacientes	Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2	124165.6268	132404.2007	100158.4213	131947.2529	99969.6237	147516.0245	-0.634044781
O00154	ACOT7	10	6	105.3409	0.717956146	1.722822076	2;3	2	Pacientes	Controles	Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3	19629.07185	108464.7812	20916.91288	24090.3779	26288.85718	36113.01967	-0.045901656
P61086	UBE2K	2	1	18.7641	0.718734884	1.083938333	2	1	Pacientes	Controles	Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens OX=9606 GN=UBE2K PE=1 SV=3	1189.06889	1018.419126	691.734277	717.8368426	1294.120921	662.7537053	0.482098694
O75367	H2AFY	14	10	155.4468	0.719009386	1.321338964	1;2;3	3	Pacientes	Controles	Core histone macro-H2A.1 OS=Homo sapiens OX=9606 GN=H2AFY PE=1 SV=4	11202.8663	30589.13464	46811.59668	30393.44949	11538.25603	25124.21277	0.014362274
P09486	SPARC	3	3	34.5894	0.722023077	1.039717314	2	1	Controles	Pacientes	SPARC OS=Homo sapiens OX=9606 GN=SPARC PE=1 SV=1	4931.479836	3599.454786	2307.187729	3737.444215	3563.876146	3967.263099	-0.060406979
O00425	IGF2BP3	22	16	195.182	0.722838829	1.085850243	2;3	2	Pacientes	Controles	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	6021.158447	9733.697133	6488.197227	7928.039784	4964.089507	7592.327884	-0.268289798
Q9Y547	HSPB11	2	1	17.9798	0.722889588	1.037419302	2	1	Controles	Pacientes	Intraflagellar transport protein 25 homolog OS=Homo sapiens OX=9606 GN=HSPB11 PE=1 SV=1	1480.22208	3428.333587	1674.546592	1978.800298	2569.126615	2281.510439	-0.271280386
Q13367	AP3B2	4	2	27.0253	0.722895712	1.16481092	2	1	Controles	Pacientes	AP-3 complex subunit beta-2 OS=Homo sapiens OX=9606 GN=AP3B2 PE=1 SV=2	2692.342579	1550.870014	4071.084836	5076.777409	2034.61811	2573.188921	0.004178684
Q9NX63	CHCHD3	5	5	27.9878	0.724691919	1.053180059	1	1	Controles	Pacientes	MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1	1075.406054	1269.687391	2134.772722	1849.659981	1314.635906	1553.809828	-0.128775025
P22087	FBL	8	5	60.2703	0.725397129	1.036542994	2	1	Controles	Pacientes	rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2	707.6622309	1600.661308	2767.704245	1882.527982	1281.721678	2097.271378	-0.289844448
Q09472	EP300	3	1	18.0072	0.725968869	1.058266398	1	1	Controles	Pacientes	Histone acetyltransferase p300 OS=Homo sapiens OX=9606 GN=EP300 PE=1 SV=2	12708.25392	10071.96844	11068.21526	10913.07502	14660.9743	10246.61484	0.346938927
Q8IVL5	P3H2	2	2	10.2586	0.726040469	1.035773702	2	1	Pacientes	Controles	Prolyl 3-hydroxylase 2 OS=Homo sapiens OX=9606 GN=P3H2 PE=1 SV=1	1915.957247	354.3962143	830.4208639	1104.234396	1005.361247	884.0836914	0.340211855
Q16543	CDC37	11	9	79.1416	0.726854331	1.08000074	1;2;3	3	Pacientes	Controles	Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1	11522.80421	7060.895721	8242.076997	7703.799784	10425.95536	6708.910177	0.638094278
Q9Y266	NUDC	19	15	137.7435	0.727048186	1.120228926	1;2;3	3	Controles	Pacientes	Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1	7104.660912	6196.101691	7667.885132	6554.551956	11075.23976	5859.894006	0.274752096
Q9BWF3	RBM4	3	3	16.1744	0.727190994	1.149294928	2	1	Pacientes	Controles	RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1	852.7770851	1696.513444	1798.293894	1445.260959	1000.158102	1337.408406	-0.067804016
P54819	AK2	3	3	18.1166	0.727588077	1.147115518	1;3	2	Pacientes	Controles	Adenylate kinase 2_ mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2	4683.02494	2898.756855	2146.498262	2740.390232	2842.188188	2898.067082	0.332498515
Q9BXY0	MAK16	2	2	10.8234	0.728474192	1.057800241	2	1	Pacientes	Controles	Protein MAK16 homolog OS=Homo sapiens OX=9606 GN=MAK16 PE=1 SV=2	711.3409239	1039.894683	845.5253802	841.4830887	702.1930865	911.1927942	-0.334761154
Q15393	SF3B3	24	19	165.7513	0.728587792	1.044684645	1;2;3	3	Controles	Pacientes	Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4	12248.33383	15517.44046	11538.09465	13540.59556	11824.21456	15695.33825	-0.675712449
Q9UKD2	MRTO4	3	3	25.9305	0.730060313	1.213485187	2	1	Pacientes	Controles	mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2	8666.493975	23797.40347	22049.1832	18106.07165	9273.019071	17543.6502	-0.155893355
Q16763	UBE2S	1	1	4.8183	0.732220655	1.286978363	1	1	Pacientes	Controles	Ubiquitin-conjugating enzyme E2 S OS=Homo sapiens OX=9606 GN=UBE2S PE=1 SV=2	506.3474334	1036.331954	287.7263114	432.9635741	650.3628786	338.9241077	0.198513287
P00441	SOD1	1	1	6.7178	0.733205387	1.258619669	3	1	Pacientes	Controles	Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2	28747.11938	24372.97276	8858.674592	16806.91696	10672.14493	21764.38174	0.000717597
P07737	PFN1	30	26	171.1258	0.733514867	1.021407542	2;3	2	Controles	Pacientes	Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2	84506.08341	42676.07644	29275.98359	49409.53831	60146.89609	50251.09329	0.20932191
Q9UGI8	TES	9	5	51.6057	0.734378754	1.035094113	1	1	Controles	Pacientes	Testin OS=Homo sapiens OX=9606 GN=TES PE=1 SV=1	1205.78374	1138.449445	827.7200707	1054.160936	1194.162442	1034.946763	0.057753692
Q8IXM2	BAP18	7	4	49.2077	0.734802607	1.139114352	2;3	2	Pacientes	Controles	Chromatin complexes subunit BAP18 OS=Homo sapiens OX=9606 GN=BAP18 PE=1 SV=1	3134.459008	3462.287649	1638.601196	2321.479934	1884.660037	3023.465938	-0.159103348
Q92841	DDX17	30	17	317.7848	0.735959615	1.081285894	1;2;3	3	Pacientes	Controles	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2	15310.49582	25860.93033	20533.2003	20224.798	13839.57479	23001.59542	-0.378178964
P07951	TPM2	29	6	269.2241	0.736022184	1.072469181	1;2	2	Pacientes	Controles	Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1	12427.55313	8088.852217	8390.399139	6979.019061	11756.48609	8218.00083	0.473013043
P35527	KRT9	22	15	183.0117	0.739135736	1.558309828	1;2	2	Pacientes	Controles	Keratin_ type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3	30277.83057	19302.74109	4694.922893	10835.71192	9244.547529	14749.46027	0.259052719
Q9BUJ2	HNRNPUL1	5	4	35.366	0.739626606	1.097193162	1;3	2	Pacientes	Controles	Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2	3451.441028	6124.219966	5628.005026	4501.805794	3832.61157	5522.455382	-0.302158358
Q14699	RFTN1	1	1	5.1509	0.739877385	1.15343094	1	1	Pacientes	Controles	Raftlin OS=Homo sapiens OX=9606 GN=RFTN1 PE=1 SV=4	82.00534895	375.820994	971.3632618	296.167364	454.1630827	488.7464278	-0.006597625
P63244	RACK1	25	21	201.0528	0.739903925	1.036344361	1;2;3	3	Pacientes	Controles	Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3	44579.58651	35160.03899	37185.11374	35782.01258	34233.99967	42808.20298	-0.06800978
Q01130	SRSF2	5	1	52.76	0.740082831	1.071141664	1;2	2	Controles	Pacientes	Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4	7494.498059	9491.354115	8022.936069	10213.03686	6642.606291	9932.311902	-0.609279122
P10515	DLAT	8	6	50.5106	0.741283473	1.046253734	3	1	Pacientes	Controles	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex_ mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3	9613.07251	7637.622898	5215.473194	4788.180167	4331.314261	12353.46941	-0.420778955
Q8NA19	L3MBTL4	2	1	15.9721	0.741403359	1.106482333	2	1	Pacientes	Controles	Lethal(3)malignant brain tumor-like protein 4 OS=Homo sapiens OX=9606 GN=L3MBTL4 PE=1 SV=2	431.9172429	225.2540574	318.958531	272.8458596	291.2813955	318.0647164	0.352331237
Q6V0I7;Q9H0I3	FAT4	8	3	28.1413	0.742187167	1.20149687	2	1	Pacientes	Controles	Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2	19458.08901	58072.34734	46030.57939	42332.16919	18620.6801	41886.383	-0.227234998
O75191	XYLB	2	2	11.4171	0.743390461	1.84306386	3	1	Pacientes	Controles	Xylulose kinase OS=Homo sapiens OX=9606 GN=XYLB PE=1 SV=3	6355.997011	943.8336408	1073.426673	1830.85057	1500.666104	1211.601721	0.499290258
Q5VU43	PDE4DIP	8	6	42.9905	0.743728723	1.066263322	2	1	Pacientes	Controles	Myomegalin OS=Homo sapiens OX=9606 GN=PDE4DIP PE=1 SV=3	1942.406275	1605.875736	2520.254317	2047.529648	1662.4838	1981.391482	0.161914943
P62487	POLR2G	1	1	5.2687	0.743769482	1.146938447	1	1	Pacientes	Controles	DNA-directed RNA polymerase II subunit RPB7 OS=Homo sapiens OX=9606 GN=POLR2G PE=1 SV=1	1232.987185	872.4684199	542.8722804	705.7825094	848.241202	755.0172774	0.349210761
P61160	ACTR2	18	14	125.1173	0.743813503	1.071304713	1;2;3	3	Pacientes	Controles	Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1	17818.4073	13497.8106	11023.77216	11881.19979	16621.78553	11018.90753	0.525141014
Q02880	TOP2B	20	11	121.2786	0.744161442	1.045723601	2;3	2	Controles	Pacientes	DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3	9526.677881	14261.50808	8943.263543	11402.76919	9713.074242	13112.20581	-0.582157444
P07858	CTSB	2	2	12.913	0.744297706	1.001852584	2;3	2	Pacientes	Controles	Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3	1279.993345	382.8529839	1544.013715	1019.552586	1196.046712	985.330754	0.310960501
P50454	SERPINH1	48	42	352.4485	0.745224389	1.052284473	1;2;3	3	Controles	Pacientes	Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2	169413.7024	162909.011	71722.96869	123810.6904	177521.9802	123838.327	0.091589148
P29692	EEF1D	10	8	96.4086	0.745234184	1.044344834	2;3	2	Pacientes	Controles	Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5	20606.75947	19513.75131	15321.5694	19077.57214	15267.77853	18742.55515	-0.057619155
P27361	MAPK3	10	3	85.3178	0.745701497	1.140767044	2;3	2	Controles	Pacientes	Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4	12474.65156	20195.41566	26291.85583	29444.57831	12748.33773	25068.90261	-0.442828718
P14866	HNRNPL	22	19	192.3968	0.745831921	1.004450283	1;2;3	3	Controles	Pacientes	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2	12444.26312	17652.93059	39786.85931	26448.59493	20591.04873	23155.41316	-0.026591884
Q14593	ZNF273	4	2	23.5757	0.746216807	1.153325093	1	1	Pacientes	Controles	Zinc finger protein 273 OS=Homo sapiens OX=9606 GN=ZNF273 PE=1 SV=3	1333.951266	1175.459518	554.0510073	608.7511064	1251.611489	795.8371273	0.332296261
P51149	RAB7A	12	9	102.4296	0.746268952	1.044655408	2;3	2	Pacientes	Controles	Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1	16718.38625	14190.85391	18690.62254	18353.04386	10048.96392	19077.63223	-0.217870288
Q14571	ITPR2	2	1	11.2082	0.746628448	1.206977444	2	1	Pacientes	Controles	Inositol 1_4_5-trisphosphate receptor type 2 OS=Homo sapiens OX=9606 GN=ITPR2 PE=1 SV=2	1791.678052	5463.176667	4390.797292	3929.636366	1758.033027	3960.938435	-0.226363244
P61020	RAB5B	4	2	27.1106	0.747290944	1.039461481	3	1	Controles	Pacientes	Ras-related protein Rab-5B OS=Homo sapiens OX=9606 GN=RAB5B PE=1 SV=1	2691.39319	1992.883599	2826.90214	2540.923828	2312.061983	2954.595362	-0.25442993
Q9HAV7	GRPEL1	2	1	18.754	0.748443444	1.009779758	2	1	Pacientes	Controles	GrpE protein homolog 1_ mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL1 PE=1 SV=2	2407.613453	496.1498452	1454.328921	1440.893475	1731.963987	1143.026456	0.428933029
Q9UBU9	NXF1	2	1	11.6925	0.748520502	1.010216615	2	1	Controles	Pacientes	Nuclear RNA export factor 1 OS=Homo sapiens OX=9606 GN=NXF1 PE=1 SV=1	1385.921129	807.5717852	346.6435096	745.489265	1070.875769	749.7229864	0.225599798
P0DPH8;P0DPH7;Q6PEY2	TUBA3D	37	9	435.2838	0.74938328	1.05767574	1;2;3	3	Pacientes	Controles	Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1	3584.54981	4195.330707	5789.252132	6316.445662	3813.783692	2698.969738	0.329450181
O75306	NDUFS2	2	1	11.697	0.749889767	1.109052961	2	1	Pacientes	Controles	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2_ mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS2 PE=1 SV=2	239.0385804	382.3524918	1410.232542	635.8903396	519.1909949	676.773127	0.02339076
Q92522	H1FX	10	9	81.4922	0.751675188	1.176975851	1;2	2	Pacientes	Controles	Histone H1x OS=Homo sapiens OX=9606 GN=H1FX PE=1 SV=1	3867.79631	11203.35046	5896.5644	7088.879179	3018.675047	7707.349243	-0.311034586
P36542	ATP5F1C	5	3	44.5261	0.752450388	1.052910571	2;3	2	Pacientes	Controles	ATP synthase subunit gamma_ mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1	6889.562769	5603.394785	8180.590488	7621.972609	5600.91978	6411.774233	0.231670555
P07355	ANXA2	46	19	459.9083	0.754605871	1.059402311	1;2;3	3	Pacientes	Controles	Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	80318.53453	19218.00665	130191.9254	77105.86195	83410.33797	56331.03962	0.371182194
O95671	ASMTL	1	1	5.9153	0.754714279	1.560037571	1	1	Controles	Pacientes	N-acetylserotonin O-methyltransferase-like protein OS=Homo sapiens OX=9606 GN=ASMTL PE=1 SV=3	309.3958523	755.4500803	740.9410971	209.5144905	1555.042252	1052.538868	-0.31407091
A1A5D9	BICDL2	2	1	13.6899	0.754798646	1.031685901	2	1	Controles	Pacientes	BICD family-like cargo adapter 2 OS=Homo sapiens OX=9606 GN=BICDL2 PE=1 SV=2	824.8984134	597.1677677	974.1638935	382.5511356	1595.151386	494.4542614	0.372242748
Q13185	CBX3	6	2	40.6946	0.755442403	1.345288932	1;3	2	Controles	Pacientes	Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4	720.3203754	1205.568952	1103.769457	2383.588599	554.5595627	1137.618268	-0.308546349
Q13148	TARDBP	5	3	39.7227	0.755484561	1.086750837	2;3	2	Pacientes	Controles	TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1	1210.305868	1656.324007	6841.282838	3723.182763	3170.003529	2039.783786	0.205290416
P39656	DDOST	16	12	120.4915	0.756265706	1.027395226	1;2;3	3	Controles	Pacientes	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4	7832.100844	10488.34451	22504.02855	12197.10623	17780.59122	11965.17213	0.127304318
P19784	CSNK2A2	3	2	23.8065	0.757107332	1.04668119	2	1	Pacientes	Controles	Casein kinase II subunit alpha' OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1	494.271684	434.9544563	603.4509795	491.3927653	583.2101087	389.7180052	0.613840787
Q14108	SCARB2	1	1	6.2117	0.761241615	1.191862841	3	1	Controles	Pacientes	Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=2	2114.653346	2167.158917	2063.375719	2156.429584	1474.188318	3931.975872	-0.760315101
Q9UFH2;P32314;Q92918;Q9Y4J8	DNAH17	26	16	170.8558	0.761319256	1.026028829	2	1	Pacientes	Controles	Dynein heavy chain 17_ axonemal OS=Homo sapiens OX=9606 GN=DNAH17 PE=1 SV=3	12853.35774	11048.72213	11088.31129	12007.84189	12256.09247	9838.802501	0.68592173
Q9Y277	VDAC3	7	5	47.6583	0.761538087	1.058712803	3	1	Controles	Pacientes	Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1	2341.236518	5831.010655	4247.028485	4942.856458	3124.462036	5081.127643	-0.524718931
P40227	CCT6A	24	15	254.4127	0.761892401	1.09095649	1;2;3	3	Controles	Pacientes	T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3	30547.78051	19554.4574	34950.63582	33801.16804	38267.7679	20720.04866	0.422698688
P29762	CRABP1	10	8	125.6462	0.762158503	1.243506925	1;2	2	Controles	Pacientes	Cellular retinoic acid-binding protein 1 OS=Homo sapiens OX=9606 GN=CRABP1 PE=1 SV=2	2703.435042	10710.37281	8854.17451	4911.142863	5331.56271	17447.6847	-0.730196104
P10412;Q02539;P22492	HIST1H1E	32	16	202.3397	0.762436827	1.080509877	1;2	2	Pacientes	Controles	Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	20310.54199	35839.67073	31839.83798	32244.68493	17764.83548	31424.3032	-0.305556166
Q14103	HNRNPD	16	13	142.1597	0.762537195	1.07197796	2;3	2	Pacientes	Controles	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1	29494.35308	27194.285	43586.59112	33465.75454	26531.43849	33545.0559	0.063483827
Q15942	ZYX	18	16	134.1223	0.762570975	1.080137172	1;2;3	3	Pacientes	Controles	Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1	10724.8291	14231.05406	8183.020066	10448.88426	10382.27273	9849.115941	0.044048589
P13667	PDIA4	62	52	508.1583	0.762665178	1.02926423	1;2;3	3	Controles	Pacientes	Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2	63699.01643	32555.22709	46849.87819	45379.63406	49699.46387	52212.8557	0.127664529
Q9Y6A4	CFAP20	4	3	22.8262	0.765268718	1.368253145	2	1	Pacientes	Controles	Cilia- and flagella-associated protein 20 OS=Homo sapiens OX=9606 GN=CFAP20 PE=1 SV=1	64.50332757	168.6647616	967.7919739	383.9289622	211.3580808	282.4453176	0.145400212
Q9NSD9	FARSB	12	5	72.0952	0.765729647	1.019603239	2;3	2	Controles	Pacientes	Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3	9013.224356	3710.049259	6198.795452	6371.366902	6739.675926	6181.96008	0.289878916
Q9BYT8	NLN	18	10	90.6995	0.766496697	1.037703107	1;2	2	Controles	Pacientes	Neurolysin_ mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1	4197.138431	2554.609865	2712.937097	2922.99867	3090.954939	3807.579826	-0.11597348
Q14203	DCTN1	38	35	279.9876	0.766612899	1.195604042	1;2;3	3	Pacientes	Controles	Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3	4122.658119	11690.34245	4147.638614	3932.123298	3574.900871	9188.000663	-0.393461221
P04275	VWF	15	8	85.6818	0.766659622	1.084183287	2	1	Pacientes	Controles	von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4	12700.06661	9765.304637	7114.050504	8947.105519	8942.007604	9393.563259	0.22859797
